0,53
1,858
2,498
3,775
4,178
5,662
6,93
7,712
8,178
9,979
10,817
11,477
12,134
13,134
14,53
15,105
16,213
17,213
18,22
19,213
20,785
21,685
22,362
23,276
24,755
25,51
26,208
27,497
28,654
29,53
30,913
31,785
32,362
33,362
34,35,378
35,525
36,685
37,362
38,306
39,362
40,575
41,343
42,362
43,512
44,362
45,276
46,817
47,685
48,683
49,298
50,575
51,883
52,105
53,685
54,178
55,53
56,55
57,769
58,685
59,297
60,501
61,202
62,196
63,468
64,817
65,850
66,817
67,138
68,554
69,25
70,153
71,134
72,134
73,370
74,285
75,74
76,588
77,772
78,53
79,357
80,477
81,153
82,359
83,498
84,362
85,362
86,575
87,886
88,699
89,105
90,498
91,979
92,852
93,979
94,130
95,927
96,25
97,362
98,362
99,325
100,285
101,346
102,969
103,50
104,612
105,196
106,49
107,50
108,50
109,582
110,325
111,477
112,327
113,789
114,195
115,49
116,362
117,362
118,575
119,178
120,105
121,575
122,979
123,130
124,886
125,105
126,946
127,51
128,137
129,685
130,482
131,362
132,362
133,147
134,534
135,886
136,979
137,105
138,51
139,105
140,646
141,683
142,817
143,276
144,306
145,770
146,25
147,663
148,850
149,105
150,979
151,979
152,804
153,965
154,928
155,51
156,866
157,575
158,105
159,663
160,276
161,759
162,437
163,886
164,506
165,498
166,498
167,362
168,498
169,325
170,945
171,325
172,105
173,154
174,285
175,354
176,354
177,276
178,655
179,187
180,804
181,965
182,105
183,298
184,946
185,50
186,185
187,521
188,187
189,575
190,759
191,276
192,549
193,276
194,685
195,533
196,51
197,886
198,946
199,350
200,946
201,346
202,498
203,612
204,817
205,51
206,612
207,192
208,51
209,285
210,946
211,928
212,257
213,547
214,105
215,612
216,575
217,105
218,320
219,789
220,612
221,362
222,276
223,222
224,222
225,373
226,225
227,685
228,750
229,750
230,276
231,276
232,281
233,857
234,123
235,105
236,130
237,547
238,789
239,663
240,346
241,535,498
242,468
243,147
244,850
245,211
246,521
247,276
248,579
249,50
250,771
251,257
252,946,50
253,852
254,501
255,498
256,339
257,298
258,276
259,196
260,759
261,245
262,325
263,51
264,773
265,498
266,850
267,339
268,533
269,196
270,565
271,787
272,498
273,281
274,276
276,685
277,498
278,773
279,468
280,964
281,51
282,51
283,354
284,535
285,575
286,105
287,37
288,521
289,285
290,565
291,787
292,684
293,213
294,462
295,124
296,886
297,196
298,466
299,874
300,717
301,804
302,456
303,685
304,498
305,170
306,498
307,551
308,685
309,178
310,178
311,138
312,51
313,456
314,685
315,325
316,50
317,105
318,575
319,25
320,51
321,51
322,979
323,307
324,22
325,612
326,866
327,886
328,499
329,440
330,575
331,923
332,105
