0,48105
1,11027
2,11027
3,25638
4,45931
5,14147
6,42989
7,49511
8,14147
9,11565
10,11591
11,25156
12,31975
13,10306
14,13143
15,17523
16,37247,17523
17,46716
18,11869
19,39844
20,37674
21,12721
22,37247,17523
23,18593
24,31435
25,31830
26,36119,46027
27,26242
28,46716
29,37251,46716
30,46716
31,46716
32,17523
33,13356
34,17523
35,17523
36,46716
37,44004
38,2059
39,227
40,45057
41,720
42,35539
43,4541
44,33465
45,33465
46,13173
47,46716
48,21368
49,27181
50,21219
51,33471
52,3299
53,37247,17523
54,15885
55,13787
56,33465
57,39278
58,3713
59,39844
60,44017
61,28412
62,45841
63,4179
64,33004
65,21219
66,37247,46716
67,11590,33453
68,46716
69,33512
70,31435
71,11869
72,32258
73,33004
74,49918
75,7479
76,7479
77,33004
78,282
79,17523
80,33465
81,44007
82,35781
83,25284
84,37247,17523
85,44017
86,39844
87,38780
88,28851
89,11868
90,38780
91,36217
92,41112
93,2019
94,44004
95,33512
96,41112
97,28851
98,29017
99,97
100,15051
101,33512
102,48348
103,27533
104,3713
105,41211
106,23048
107,21574
108,23049
109,46133
110,623
111,27815
112,628
113,18777
114,35986
115,40643
116,16812
117,46563
118,18968
119,19303
120,19660
121,24117
122,24117
123,24117
124,22300
125,35376
126,42007
127,33813
128,49229
129,10743
130,31291
131,31605
132,32755
133,34338
134,31291
135,24117
136,46998
137,49214
138,16476
139,27568
140,8577
141,26517
142,26522
143,46437
144,33503
145,10750
146,17677
147,34050
148,27192
149,36572
150,17523
151,25228
152,46716
153,44017
154,7818
155,7818
156,29415
157,6275
158,49723
159,17312
160,39844
161,45921
162,29415
163,17523
164,4179
165,39344
166,17523
167,37247,17523
168,6406
169,39844
170,363,8574
171,277
172,29761
173,42094
174,11868
175,16989
176,29415
177,363
178,184
179,35793
180,38780
181,24843
182,19425
183,39302
184,277
185,15086
186,36513
187,823
188,3009
189,46716
190,44007
191,37110
192,37110
193,21574
194,10327
195,37708
196,1628
197,11869,35061
198,3689,2898
199,17523
200,36937,5348
201,666,44017,25228
202,34050
203,13706
204,21112
205,381
206,11868
207,18703
208,27181
209,11868
210,20123
211,20123
212,20123
213,37194
214,46716
215,37247,17523
216,41437
217,39471
218,37178
219,29415
220,49723
221,119
222,114
223,27533
224,37247,33465
225,13706
226,227
227,381
228,49723
229,24449,35069
230,31830,36214,12206
231,15717
232,37765
233,49562
234,11504
235,38780
236,39844
237,17057
238,49262
239,34983
240,43020
241,18237
242,23619,10540
243,41044
244,49705
245,17523
246,17523
247,1019
248,11027
249,17312,20199
250,37247,46716
251,13706
252,43957
253,11353
254,29487
255,16563
256,22431
257,42203
258,25453
259,29693
260,33031
261,49574
262,38780
263,3323
264,28493
265,25294
266,38780
267,623
268,13706
269,46716
270,17523
271,48178
272,48179
273,39844
274,42492
275,18503,46027,2045,2624,13815
276,29783
277,28493
278,28493
279,17549
280,48682
281,39624
282,33473
283,21219
284,15282
285,44256
286,10750
287,11004
288,42007
289,11829
290,12604
291,12871
292,30510
293,13352
294,13820
295,13853
296,13251
297,14364
298,15205
299,28219
300,17057
301,17958
302,18909
303,18920
304,49213
305,19469
306,19512
307,19727
308,20794
309,48174
310,22142
311,22178
312,22331
313,44712
314,23880
315,27579
316,43812
317,24522
318,11801
319,38257
320,25313
321,27181
322,47242
323,26474
324,6590
325,26876
326,36981,27469
327,27631
328,27668
329,45221
330,29874
331,30769
332,47235
333,31280
334,31300
335,31697
336,31777
337,32126
338,32529
339,35302
340,32598
341,32977
342,34338
343,24568
344,30244
345,35444
346,35984
347,39779
348,12129
349,39131
350,19715
351,22178
352,49262
353,47017
354,24211
355,39913
356,40376
357,41994
358,42675
359,42694
360,42711
361,44712
362,43967
363,44004
364,36658
365,47242
366,34167
367,47462
368,48637
369,48648
370,48652
371,48677
372,13761
373,49099
374,49104
375,49199
376,49465
377,49559
378,25755
379,12060
380,12169
381,35986,35988
382,2981
383,6034
384,33465
385,48026
386,41777
387,37909
388,33465
389,22948
390,39844
391,37758
392,7500
393,42007
394,17523
395,30324
396,381
397,36119
398,36119,12206
399,36119
400,17523
401,33004
402,25284
403,13173
404,18604
405,49723
406,34066
407,18801
408,21574
409,36214
410,49723
411,38780
412,44004
413,3019
414,3009
415,483
416,33503
417,18735
418,39844
419,48682
420,3330
421,3009
422,28851
423,2898
424,7500
425,1797
426,12169
427,277
428,18565
429,2912
430,2912
431,2912
432,119
433,114
434,433
435,21368
436,21370
437,38540
438,45071
439,28851
440,9860
441,3323
442,33465
443,17523
444,37247,17523
445,44007
446,33004
447,7587
448,21574
449,11850
450,37247,17523
451,33465
452,3344
453,36990
454,34255
455,35793
456,18777
457,13706
458,44782
459,10668
460,5647,25228
461,28851
462,19303
463,9860
464,11868
465,46716
466,18735
467,37247,17523
468,38766
469,7821
470,7821
471,25228
472,37247,17523
473,43020
474,46716
475,664
476,39844
477,42007
478,17523
479,38780
480,33465
481,36937
482,12191
483,21109,2019
484,2019
485,25284
486,277
487,38780
488,40376
489,8281
490,27323
491,46716
492,36214
493,39278
494,15467
495,18735
496,18735
497,42115
498,35986
499,18735
500,17523
501,46027,2624
502,3323
503,18735
504,8269
505,48463
506,48463
507,40376
508,20682
509,20682
510,35793
511,41112
512,15771
513,18015
514,28989
515,19594
516,19594
517,40912
518,44017
519,41112
520,21219
521,49723
522,39844
523,8911
524,8269
525,28851
526,227,7351
527,33004
528,39844
529,39844
530,381
531,25284
532,3713
533,33471
534,27924
535,31830,36214
536,3344
537,11868
538,36990
539,34255
540,16872
541,24514
542,26221
543,25372
544,45368
545,11830
546,27387,36119
547,32057
548,27329
549,17523
550,8581
551,8579
552,3713
553,18735
554,17523
555,39844
556,37247,17523
557,17523
558,18735
559,42115
560,35986
561,1513
562,25839
563,31071
564,12206
565,21574
566,21109
567,36119
568,46027
569,363
570,12106
571,20087
572,36658
573,49099
574,277
575,17048
576,277
577,39844
578,363
579,29427
580,17523
581,13162
582,13153
583,14792
584,628
585,623
586,10746
587,10746
588,10746
589,21109
590,3509,27206
591,46027
592,29005,47252
593,12205
594,17523
595,49292
596,39844
597,46831,25228
598,30656,36937
599,46027
600,36937,12075
601,17010,36214
602,4479,29415
603,4479,29415
604,45809
605,7479
606,3323
607,28851
608,9910
609,37696
610,17523
611,48291
612,39344
613,32555
614,49723
615,45850
616,46716
617,4729
618,33465
619,17312
620,29415
621,18777
622,35793
623,28493,35988
624,277
625,7897
626,13921
627,18968
628,19303
629,19660
630,12044
631,13410
632,32904
633,34905
634,13251
635,43812
636,41994
637,24140
638,49723
639,33465
640,24825
641,44004
642,4402
643,46133
644,32555
645,17523
646,25284
647,8269
648,17312,10540,20199
649,33465
650,15982
651,48213,37037
652,17523
653,21973
654,21973
655,13054
656,37247,33465
657,17523
658,20171
659,20682
660,47038
661,7351
662,44017
663,46027,2045,2624
664,381
665,8134,29415
666,3713
667,46716
668,46716
669,33465
670,21219
671,42094
672,44007
