0,1610
1,7837
2,1932
3,5044
4,7837
5,5302
6,9059
7,9977
8,7837
9,8106
10,8106
11,2372
12,8002
13,4369
14,4369
15,4369
16,8262
17,6558
18,1408
19,5962
20,6037
21,6666
22,5962
23,4369
24,9266
25,4900
26,1409
27,2977
28,7837
29,7837
30,7732
31,2053
32,5044
33,8161
34,7280
35,2053
36,7837
37,2854
38,9806
39,6816
40,2053
41,8645
42,1553
43,5543
44,2737
45,3982
46,8303
47,5597
48,6354
49,9899
50,2053
51,7837
52,9633
53,1409
54,8262
55,1674
56,1889
57,5787
58,1985
59,2249
60,2415
61,2854
62,9767
63,3387
64,3686
65,9548
66,3928
67,3967
68,8790
69,5124
70,4611
71,5044
72,4886
73,4958
74,5104
75,5134
76,5142
77,5626
78,5966
79,6328
80,6666
81,6924
82,7046
83,1741
84,7700
85,3434
86,3928
87,9806
88,7848
89,8390
90,8790
91,8652
92,7181
93,6627
94,9364
95,9632
96,2065
97,9739
98,9740
99,9875
100,4746
101,1746
102,7837
103,7388
104,8262
105,1932
106,3230
107,7837
108,9633
109,1746
110,6651
111,2053
112,3230
113,7837
114,8262
115,1755
116,3230
117,3230
118,3230
119,3230
120,8106
121,3058
122,5453
123,3418
124,3418
125,8106
126,7837
127,7837
128,7837
129,6651
130,4627
131,3230
132,7837
133,3230
134,1736
135,3522
136,7181
137,9739
138,7837
139,9827
140,7837
141,4384
142,6651
143,2729
144,3230
145,147
146,4931
147,8262
148,9266
149,9541
150,1992
151,5044
152,7717
153,1564
154,7837
155,7837
156,7724
157,8106
158,4774
159,5602
160,5602
161,3895
162,8106
163,9541
164,3910
165,13
166,8106
167,9663
168,9530
169,688
170,1932
171,1932
172,1932
173,1932
174,8106
175,608
176,9858
177,8106
178,8728
179,6798
180,4774
181,5966
182,5302
183,8645
184,8645
185,8846
186,1754
187,7837
188,7837
189,2041
190,1932
191,8106
192,8106
193,6734
194,4729
195,4967
196,1932
197,3230
198,4729
199,8728
200,8949
201,9541
202,5284
203,6137
204,8585
205,6484
206,7837
207,3244
208,5106
209,4505
210,9266
211,7896
212,7837
213,5343
214,2752
215,3325
216,2372
217,9266
218,1932
219,8186
220,9543
221,3230
222,2518
223,6627
224,9588
225,8088
226,8088
227,2292
228,4439
229,8265
230,5594
231,5655
232,9974
233,7167
234,7285
235,7388
236,7949
237,7145
238,7181
239,9739
240,485
241,7837
242,6112
243,7837
244,1553
245,1457
246,9781
247,5772
248,7216
249,7225
250,9548
251,9813
252,7837
253,9633
254,1741
255,9641
256,5602
257,4931
258,3230
259,3230
260,3230
261,8846
262,2548
263,1932
264,7837
265,8748
266,2186
267,4627
268,3230
269,8106
270,3230
271,1460
272,2400
273,5029
274,2458
275,6305
276,4369
277,2915
278,5602
279,3230
280,6375
281,2843
282,2702
283,2702
284,4442
285,8262
286,3220
287,9847
288,5602
289,3230
290,8731
291,3230
292,1755
293,3230
294,8002
295,3230
296,7837
297,7837
298,9543
299,7837
300,7837
301,9543
302,7876
303,1932
304,2728
305,8262
306,5747
307,8262
308,8262
309,4369
310,7876
311,5062
312,8434
313,8262
314,3445
315,2854
316,6627
317,3967
318,5044
319,9541
320,8262
321,4835
322,9266
323,6943
324,7380
325,7388
326,7805
327,9875
328,1755
329,8262
330,2002
331,4369
332,9266
333,2510
334,3019
335,4216
336,8262
337,8106
338,7837
339,3982
340,3230
341,7837
342,7837
343,7837
344,5602
345,8501
346,7837
347,7837
348,8192
349,8611
350,3230
351,7837
352,5772
353,3230
354,4442
355,7837
356,9980
357,7837
358,4993
359,5602
360,8728
361,7837
362,8106
363,3227
364,4411
365,4047
366,3230
367,3895
368,3230
369,3344
370,3344
371,4094
372,950
373,8862
374,3230
375,9640
376,5062
377,7837
378,9633
379,3230
380,3703
381,7254
382,1974
383,8262
384,7837
385,8728
386,7837
387,9329
388,9827
389,5602
390,8022
391,7837
392,1932
393,3895
394,3230
395,7837
396,8645
397,8645
398,7837
399,7837
400,7837
401,7410
402,3230
403,3230
404,2648
405,3967
406,1976
407,1976
408,3726
409,2079
410,5044
411,9073
412,8106
413,8728
414,2510
415,4369
416,5772
417,3354
418,5136
419,1751
420,7837
421,3347
422,3383
423,5044
424,7837
425,7837
426,4729
427,3895
428,8611
429,2810
430,3967
431,4953
432,5417
433,5660
434,7191
435,7380
436,9587
437,9588
438,5017
439,2053
440,3230
441,8262
442,8262
443,7837
444,485
445,1736
446,2440
447,2249
448,2854
449,3387
450,3686
451,3771
452,5124
453,4886
454,5142
455,5592
456,5626
457,7848
458,6924
459,3928
460,8001
461,8303
462,6627
463,9619
